name_first,name_last,hand,birthdate,country,gender
Joao,Cunha,U,19860125.0,POR,male
Miguel,Trevisan,U,19870312.0,POR,male
Kennedy,Odour,U,19840806.0,KEN,male
Hosea,Aliero,U,19850731.0,KEN,male
Mike,Ridener,U,19681007.0,USA,male
Clint,Keithley,U,19830305.0,USA,male
Mohamed,Mekaoui,U,19811008.0,MAR,male
Stephen,Capo,U,19821227.0,USA,male
Scott,Green,U,19840301.0,USA,male
Michal,Varmus,U,19830713.0,SVK,male
Peter,Danisovic,U,19850505.0,SVK,male
Boris,Malovik,U,19880414.0,SVK,male
Peter,Pistek,U,19860728.0,SVK,male
Martin,Sagan,U,19890327.0,SVK,male
Michal,Macek,U,19830623.0,SVK,male
Karen,Marangozyan,U,19840527.0,ARM,male
David,Meparishvili,U,19840620.0,GEO,male
Dmitry,Postrekhin,R,19870125.0,UKR,male
Ivane,Kobiashvili,U,19780329.0,GEO,male
Mirian,Patarkatsishvili,U,19871228.0,GEO,male
Viktor,Meskhi,U,19870403.0,GEO,male
Levan,Gigineishvili,U,19720415.0,GEO,male
Talat,Rahimov,U,19800517.0,AZE,male
Sandro,Lominashvili,U,19890112.0,GEO,male
Zura,Tarkashvili,U,19880809.0,GEO,male
Marian,Paraschiv,U,19860210.0,ROU,male
Andrei,Calina,R,19860330.0,ROU,male
Bogdan,Diaconu,U,19870512.0,ROU,male
Alexandru,Berbec,U,19851008.0,ROU,male
Gerasimos,Choupis,U,19870327.0,USA,male
Razvan,Bucuroiu,U,19850203.0,ROU,male
Felipe,Villasenor,U,19850213.0,CHI,male
Tibor,Horvath,R,19860806.0,HUN,male
Christian,Ritschka,R,19840204.0,AUT,male
Patrick,Beau,U,19870812.0,FRA,male
Ruan,Zietsmann,U,19781202.0,RSA,male
Simon,Hlavacek,U,19850331.0,SUI,male
Sebastian,Hartmann,U,19870521.0,AUT,male
Daniel,Schoeman,U,19801127.0,RSA,male
Will,Lofgren,U,19841026.0,USA,male
Brendan,Thomas,U,19800104.0,RSA,male
Matt,Maris,U,19761205.0,USA,male
Matt,Poulos,U,19750318.0,USA,male
Ricky,De Klerk,U,19830302.0,RSA,male
Joe,Venegas,U,19850216.0,USA,male
Mark,Muskievicz,U,19830430.0,USA,male
Anthony,Hunt,U,19740624.0,USA,male
Sergo,Kutateladze,U,19831127.0,GEO,male
Levan,Kvijinadze,U,19571009.0,GEO,male
Daniel,Sealey,U,19870509.0,GBR,male
Daniel,Hira,U,19800711.0,BRA,male
Sultan,Merzhoev,U,19830817.0,RUS,male
Hector,Hernandez,U,19850924.0,ESP,male
Costin Alexandru,Cojocaru,U,19861203.0,ROU,male
Nicia,Arghir,U,19860306.0,ROU,male
Severus,Pop,U,19711117.0,ROU,male
Gabor,Halaszi,U,19860719.0,HUN,male
Peter,Lenhoffer,U,19860329.0,HUN,male
Zoltan,Szabados,U,19790118.0,HUN,male
Henrique,Varanga,U,19740704.0,POR,male
Clemens,Neidl,U,19861223.0,AUT,male
Florian,Grubhofer,U,19851103.0,AUT,male
Stefan,Bildstein,U,19850608.0,AUT,male
Andrei,Stasevici,U,19840503.0,MDA,male
Sorin,Damian,U,19850709.0,ROU,male
Stanislav,Ivanov,R,19860815.0,MDA,male
Razvan,Catana,U,19850523.0,ROU,male
Alexandru,Petrache,U,19830212.0,ROU,male
Nicolas,Perrotte,U,,FRA,male
Jordi,Melero Cebolla,U,19860309.0,ESP,male
Pablo,Navarro Pastor,U,19870710.0,ESP,male
Wenceslas,Guinchard,U,19780309.0,FRA,male
David,Bere,U,19810214.0,USA,male
Nikhil,Misra,U,19791206.0,USA,male
Juan,Balda,U,19840503.0,ECU,male
Pablo,Quiroz,U,19871027.0,ECU,male
Julian,Nunez,U,19851207.0,ECU,male
Jose Fernando,Valarezo,U,19870205.0,ECU,male
Martin,Cobo,U,19880810.0,ECU,male
Jimmy,Chu,U,19860905.0,PER,male
Juan,Baquerizo,U,19850213.0,ECU,male
Julio,Luzuriaga,U,19850304.0,ECU,male
Michele,Campagnari,U,19810628.0,ITA,male
Andrea,Campoletto,U,19860228.0,ITA,male
Tamer,Hussein,U,19750518.0,EGY,male
Patrick,Ewe,U,19800129.0,GBR,male
Joel,Kusnierz,U,19850530.0,FRA,male
Alexandre,Percepied,U,19860814.0,FRA,male
Brian,Murphy,U,19810630.0,USA,male
Francois Xavier,Peltre,U,19801104.0,FRA,male
Christophe,Paysan,U,19820405.0,FRA,male
Yoann,Bea,U,19860725.0,FRA,male
Philippe,Bertrand,U,19740326.0,FRA,male
Stephane,Ossesia,U,19730109.0,FRA,male
Ross,Cunningham,U,19850312.0,USA,male
Hugo,Vidal Bernard,U,19860701.0,FRA,male
Thierry,Darmon,U,19680805.0,FRA,male
Ryan,Cope,U,19850728.0,USA,male
Chris,Faulman,U,19820628.0,USA,male
Josh,Mckinney,U,19771124.0,USA,male
Marshall,Farnum,R,19741110.0,USA,male
Adam,Wood,U,19781121.0,GBR,male
Mikhail,Arkaev,U,19850312.0,RUS,male
Jordan,Raemisch,U,19830719.0,USA,male
Nathaniel,Hopson,U,19830925.0,USA,male
Tom,Jelsma,U,19831001.0,USA,male
Justin,Junik,U,19840921.0,USA,male
Joel,Rook,U,19741007.0,USA,male
Anthony,Lee,U,19840518.0,USA,male
John,Eubank,U,19840525.0,USA,male
Colin,Joyner,U,19810524.0,USA,male
Matt,Bittner,U,19851227.0,USA,male
Arvin,Pourtorkan,U,19850107.0,USA,male
Carlos,Bes Comeras,U,19850202.0,ESP,male
Javier,Bes Comeras,U,19860416.0,ESP,male
Bernardo,Callone,U,19780118.0,ARG,male
Michael,Wahl,R,19860210.0,AUT,male
Dominik,Hansen,U,19840702.0,DEN,male
Florian,Boehner,U,19860526.0,GER,male
Ivan,Don Francesco,U,19851108.0,ITA,male
Leonard,Ogbonna,U,19850914.0,NGR,male
Davide,Volpe,U,19870227.0,ITA,male
Kirk,Hamilton,U,19860801.0,JAM,male
Jordie,Kindervater,U,19840511.0,CAN,male
Alessandro,Albano,U,19790811.0,ITA,male
Mattia,Cruccas,U,19751018.0,ITA,male
Marko,Born,U,19830211.0,GER,male
Rafael,Kohle,U,19850226.0,AUT,male
Philip,Borders,U,19870408.0,USA,male
Oscar,Beich,U,19850809.0,USA,male
William,Mcmahon,U,19840527.0,USA,male
Chris,Cloer,U,19860924.0,USA,male
Colbert,Murphy,U,19720924.0,USA,male
Charlie,Crawmer,U,19720313.0,USA,male
Joe,Kula,U,19830521.0,USA,male
Aaron,Forsberg,U,19820828.0,USA,male
Alim,Mambetov,U,19830804.0,RUS,male
Patrick,Dyrda,U,19850804.0,RSA,male
Franz,Reuschel,U,19850213.0,GER,male
Florian,Braunschweiger,U,19870220.0,GER,male
Karim,Hegazy,R,19860207.0,EGY,male
Galo,Molina,U,19890625.0,ECU,male
Jonathan,Auer,U,19871006.0,ECU,male
Antonio,Manca,U,19870311.0,ITA,male
Riccardo,Catani,U,19880508.0,ITA,male
Ryan,Schnack,U,19811025.0,USA,male
Kevin,Lackey,U,19830509.0,USA,male
Daniel,Adalberti,U,19800717.0,ARG,male
John,Kowalski,U,19800327.0,USA,male
Enrico,Kasjan,U,19820306.0,AUS,male
James,Keaster,U,19801126.0,USA,male
Pat,Keneally,U,19820626.0,USA,male
Tymothy,Flory,U,19810125.0,USA,male
Andrew,Reznack,U,19841009.0,USA,male
Stephen,Bauer,U,19780211.0,GBR,male
Peter,Gaylord,U,19830711.0,USA,male
Felix,Haufe,U,19840227.0,GER,male
Maris,Rumjancevs,U,19850524.0,LAT,male
Javier,Rodriguez Acosta,U,19640416.0,ESP,male
Francisco,Ortega Hernandez,U,19641004.0,ESP,male
Mina,Nasser,U,19871117.0,EGY,male
Aldahoud,Anas,U,19851120.0,JOR,male
Ahmed,Khairi,U,19860921.0,EGY,male
Edward,Chaning Cotter,U,19821117.0,GBR,male
David,Mellis,U,19860112.0,GBR,male
Oliver,Clough,L,19860205.0,GBR,male
Thomas,Beach,R,19871124.0,GBR,male
Jose,Barragan De Howitt,U,19840622.0,ECU,male
Fernando,Saavedra,U,19750628.0,COL,male
Oscar,Velez,U,19881213.0,COL,male
Juan Emilio,Lasso,U,19881006.0,ECU,male
Rob,Alef,U,19861110.0,USA,male
Daniel,Even,U,19801003.0,USA,male
Andrew,Mailtorock,U,19841006.0,VAN,male
Chris,Birr,U,19730104.0,USA,male
Matt,Keefe,U,19710411.0,USA,male
Jarod,Camerota,U,19790225.0,USA,male
Ben,Weltman,U,19850502.0,USA,male
Akim,Malik,U,19690617.0,USA,male
Allen,Ye,U,19870918.0,USA,male
Michael,Hicks,U,19830911.0,USA,male
Barry,Henkel,U,19810812.0,USA,male
Lonnie,Barrett,U,19640209.0,USA,male
Mark,Warling,U,19730521.0,USA,male
Sion,Wilkins,U,19840830.0,USA,male
Spencer,Peoples,U,19820325.0,USA,male
Mark,Winston,U,19850703.0,USA,male
Gentry,Kaegi,U,19880829.0,USA,male
Justin,Williams,U,19810122.0,USA,male
Greg,Sirotek,U,19851023.0,USA,male
Pawel,Budzinski,U,19841116.0,POL,male
Will,Colmar,U,19840510.0,USA,male
Chuck A,Kuhle,U,19580902.0,USA,male
Kurt,Fenton,U,19650416.0,USA,male
Matt,Leinenweber,U,19750304.0,USA,male
Doug,Matuska,U,19700727.0,CAN,male
Atushi,Matsui,U,19840608.0,JPN,male
Ananda,Sawmynaden,U,19860120.0,MRI,male
Johnny,Costello,R,19840421.0,USA,male
Joe,Sutherland,U,19860225.0,GBR,male
Maxim,Sukharev,R,19870618.0,RUS,male
Anton,Anishchanka,U,19870625.0,BLR,male
Mark,Bygott Webb,U,19760531.0,GBR,male
Andrew,Brown,U,19820128.0,GBR,male
Gary,Thomson,U,19841030.0,GBR,male
Alexander,Prozorov,R,19880526.0,RUS,male
Anton,Atlaskin,R,19860528.0,RUS,male
Dmitry,Mayboroda,U,19850525.0,RUS,male
Pavel,Povalishnikov,R,19861201.0,RUS,male
Vadim,Malakhov,U,19870614.0,RUS,male
Kiril,Panov,U,19880914.0,RUS,male
Rafael,Braga,U,19880122.0,BRA,male
Iyobo,Ufumweni,U,19801124.0,NGR,male
Christoffer,Clemmensen,U,19800425.0,DEN,male
Sacha,Torner Johansson,U,,ESP,male
Wenceslao,Penate Quintero,U,19860415.0,ESP,male
Miguel,Urrutia,U,19750618.0,CHI,male
Aleksey,Kochetov,U,19870926.0,RUS,male
Francesco,Caforio,U,19861121.0,ITA,male
Igor,Carvalho,R,19920803.0,BRA,male
Alexandre Guilherme Da,Silva Nunes,U,19821005.0,BRA,male
Mandresy,Rakotomalala,R,19970527.0,FRA,male
Benjamin,Brammert,U,19900115.0,GER,male
Daniel,Kossek,R,19960906.0,POL,male
Tiago,Miranda Tavares,U,19811120.0,BRA,male
Bruno,Vasami,U,19960305.0,BRA,male
Semen,Tripolskiy,U,19960518.0,RUS,male
Mateo,Velasco,R,19960126.0,COL,male
Francisco,Perafan,R,19940228.0,COL,male
Judd,Berg Graul,U,19890520.0,GBR,male
Dmytro,Badanov,U,19880119.0,UKR,male
Spyridon,Naoum,U,19990101.0,GRE,male
Pavel,Staubert,U,19960111.0,CZE,male
Ondrej,Krstev,L,19970613.0,CZE,male
Marcelo Tomas,Barrios Vera,U,19971210.0,CHI,male
Prateek,Pushkar Baxi,R,19920412.0,IND,male
Maycon,Santos Dias,U,19960320.0,BRA,male
Zdenek,Kolar,U,19961009.0,CZE,male
Daniel Sebastian,Wilches Betancur,U,19980505.0,COL,male
Denis,Indondo Ilongende,U,19860827.0,COD,male
Wael,Ezzedine,U,19960208.0,SEN,male
Aleksandr,Nedovyesov Deprecated,R,19870215.0,KAZ,male
Rhett,Purcell,R,19960206.0,GBR,male
Lukas,Schaefer,U,19960501.0,GER,male
William,Blumberg,U,19980126.0,USA,male
Gabriele,Nardelli,U,19950211.0,ITA,male
Dylan,Centella,U,19960116.0,PAN,male
Jose Carlos,Peralta,U,,PAN,male
Corentin,Denolly,L,19970606.0,FRA,male
Brock,Sakey,U,19860918.0,USA,male
Oscar Gabriel,Ortiz,U,19970924.0,ARG,male
Christopher,Vleeming Ortiz,R,19990128.0,GUA,male
Pierre,Durali,U,19960327.0,FRA,male
Marco,Di Prima,U,19950628.0,ITA,male
Jakub,Wojcik,U,19971210.0,USA,male
Thomas,Finck,U,19870601.0,FRA,male
Atilio Jose,Flores,U,19980716.0,ESA,male
Ryotero,Matsumura,U,19960924.0,JPN,male
Wei Qiang,Zheng,U,19960622.0,CHN,male
Gauthier,Champion,U,19950228.0,FRA,male
Vikrant,Dahiya,U,19980604.0,IND,male
Nicolas,Merzetti,U,19991029.0,ITA,male
Kenneth,Tao,U,19970314.0,USA,male
Vaishnav,Bendalam,U,19980417.0,IND,male
Duarte,Vale,U,19990111.0,POR,male
Nicolas,Podesta,U,19960717.0,USA,male
Akihiro,Tanaka,U,19960102.0,JPN,male
Baptiste,Crepatte,U,19940921.0,FRA,male
Luke,Oakley,L,19970529.0,GBR,male
Danyil,Chornous,U,19960117.0,UKR,male
Vasko,Mladenov,U,19890730.0,BUL,male
Daniil,Zarichanskyy,L,19980101.0,UKR,male
Olexiy,Kolisnyk,U,19960430.0,UKR,male
Niki,Kaliyanda Poonacha,R,19950427.0,IND,male
Kaito,Uesugi,U,19950602.0,JPN,male
Mateo,Julio,U,19980127.0,ARG,male
Alex,Molcan,L,19971201.0,SVK,male
Javier,Naser,U,19961203.0,CHI,male
Calvin Charles,Canlas,U,19950524.0,PHI,male
Quinton,Vega,R,19921122.0,USA,male
Logan,Powell,U,19960322.0,USA,male
Frank,Acierno,U,19890616.0,USA,male
Sataporn,Simmalavong,U,19990605.0,LAO,male
Junya,Toyono,R,19940929.0,JPN,male
Dmitry,Shatalin,U,19980811.0,RUS,male
Marco Danielo,Geronimo,R,19950617.0,MAS,male
Kevin,Riviere,U,19940104.0,FRA,male
Nathan,Doney,U,19950719.0,AUS,male
Zihao,Xia,U,19970130.0,CHN,male
Romain,Dauzet,U,19860924.0,FRA,male
Khumoun,Abdumalikov,U,19990717.0,UZB,male
Yanik,Kaelin,R,19970217.0,SUI,male
Kaya,Gore,R,19990128.0,TUR,male
Mathieu,Perchicot,U,19920828.0,FRA,male
Damien,Lozano,U,19900117.0,FRA,male
Ivan,Davydov,R,19961018.0,RUS,male
Gustavo De Oliveira Cruz,Cruz,U,19970606.0,BRA,male
Bjoern,Petersen,R,19970203.0,GER,male
Zacharie,El Ayat,U,19970321.0,EGY,male
Mikael,Ymer,R,19980909.0,SWE,male
Nedim,Ahmic,U,19971209.0,BIH,male
Marino,Alpeza,U,19970121.0,BIH,male
Matias,Destefanis,U,19961102.0,ARG,male
Luka,Panic,U,19980208.0,SUI,male
Dan,Stefan,U,19960628.0,USA,male
Sofiene,El Bahri,U,19830904.0,TUN,male
Fernando,Trevino Andrade,U,19990614.0,MEX,male
Ervin,Duratovic,U,19940424.0,SWE,male
Oleg,Prihodko,R,19971003.0,UKR,male
Andrew,Barabashov,U,19930202.0,UKR,male
Filip,Polic,R,19970209.0,CRO,male
Jaume,Munar,R,19970505.0,ESP,male
Jonathan,Gomont,U,19980217.0,FRA,male
Denys,Gevel,U,19970831.0,UKR,male
Vladyslav,Kramarov,U,19970315.0,UKR,male
Andrei,Bahrushin,U,19910212.0,UKR,male
Dorian,Puric,R,19970910.0,CRO,male
Nik,Popovic,U,20000417.0,SLO,male
Shao Fan,Liu,U,19970130.0,TPE,male
Joao,Antonio,U,19990430.0,POR,male
Vladyslav,Chumak,U,19980111.0,UKR,male
Daniel,Knoflicek,U,19950105.0,CZE,male
Tomohiro,Masabayashi,U,19980305.0,JPN,male
Kody,Pearson,U,19990726.0,AUS,male
Sogo,Kuroda,U,19891019.0,JPN,male
Benard Bruno,Nkomba,R,19990908.0,AUS,male
Enrique,Vidal,U,19961115.0,GBR,male
Patcharapol,Kawin,U,19970522.0,THA,male
Nikola,Solaja,U,19961220.0,CRO,male
Sorin Andrei,Iordache,R,19980904.0,ROU,male
Joshua,Luck,U,19951120.0,RSA,male
Jd,Malan,U,19971118.0,RSA,male
Bjorn,Scheepbouwer,R,19950328.0,RSA,male
Rudi Dawid,Matthee,U,19940302.0,RSA,male
Michal,Dembek,U,19970807.0,POL,male
Mohamed,Hassan Hb88,U,19951010.0,ALG,male
Kazuki,Nishiwaki,R,19941029.0,JPN,male
Shohei,Chikami,R,19981022.0,JPN,male
Kim,Ki Jun,U,19951115.0,KOR,male
Courtney John,Lock,R,19961018.0,ZIM,male
Kris,Van Wyk,U,19960929.0,RSA,male
Chevaan,Davids,U,19950131.0,RSA,male
Lloyd George Muirhead,Harris,R,19970224.0,RSA,male
Rigele,Te,U,19971009.0,CHN,male
Murat,Gurel,U,19980103.0,TUR,male
Aljaz Jakob,Kaplja,R,19970613.0,SLO,male
Miha,Okorn,U,19970812.0,SLO,male
Luka,Radulovic,U,19891029.0,SRB,male
Jordan,Correia Passos Do Carmo,U,19970705.0,BRA,male
Velislav,Cholakov,U,19970804.0,BUL,male
Balazs,Csontos,U,19890122.0,HUN,male
Akos,Kotorman,L,19980320.0,HUN,male
Amine,Ahouda,U,19970911.0,MAR,male
Pavel,Petrov,U,19980302.0,KAZ,male
Drew B,Lied,U,19920210.0,USA,male
Chase,Gordon,U,19950129.0,USA,male
Tony,Miller,U,19940415.0,USA,male
Loic,Ratsaratany,U,19990531.0,FRA,male
Ugur,Atalay,U,19900115.0,TUR,male
Denislav,Gochev,U,19960212.0,BUL,male
Vicente,Lagos,R,19960123.0,CHI,male
Gergo,Weidinger,U,19890829.0,HUN,male
Gaston,Bazzoni,U,19970827.0,ARG,male
Vivien,Cabos,U,19920601.0,FRA,male
William,Conigliaro,U,19960621.0,USA,male
Igor,Turcan,U,19930616.0,MDA,male
John Patrick,Mullane,U,19940804.0,USA,male
Denis,Nguyen,U,19930107.0,USA,male
Alexander G,Steinroeder,U,19930120.0,USA,male
Jordan,Benjamin,U,19971114.0,USA,male
Austin,Ansari,R,19930303.0,USA,male
Ognjen,Trejgut,U,19971105.0,SRB,male
Gabriel,Petit,R,19950822.0,FRA,male
Louis,Tessa,U,19980406.0,FRA,male
Alexandru,Grigorescu,R,19970615.0,ROU,male
Nathan,De Veer,U,19940425.0,NED,male
Thomas,Dehaen,U,19910916.0,BEL,male
Alejandro,Ortega Palacios,U,19970201.0,ESP,male
Vasiliy,Kichigin,R,19950117.0,RUS,male
Ezequiel,Cerrini,R,19960511.0,USA,male
Sebastian,Buehler,R,19950623.0,GER,male
Isa,Mammetgulyyev,L,19970108.0,TKM,male
Carl,Soderlund,R,19970603.0,SWE,male
Xiuneng,Wang,U,19970112.0,CAN,male
Miguel Angel,Este,U,19981111.0,VEN,male
Salvador,Mijares,U,19980517.0,VEN,male
Aurelien,Richaud,U,19950125.0,FRA,male
Sjors,Van Der Velden,U,19950411.0,NED,male
Shunsuke,Wakita,U,19950726.0,JPN,male
Zack,Mccourt,R,19921220.0,USA,male
Clement,Larriere,R,19970521.0,FRA,male
Christopher,Morrow,U,19960702.0,GBR,male
Kenneth,Raisma,L,19980403.0,EST,male
Daniel,Cozma,U,19980429.0,ROU,male
Vlad,Cozma,U,19961229.0,ROU,male
Antonio,Cembellin,U,19970421.0,ESP,male
Elliott,Orkin,U,19940909.0,USA,male
Ben,Stride,R,19960103.0,GBR,male
Benjamin,Hannestad,R,19970214.0,DEN,male
Eero,Vasa,R,19970201.0,FIN,male
Alexander,Boborykin,U,19960603.0,RUS,male
Maxim,Tybar,R,19980601.0,BLR,male
Marc Andrea,Huesler,U,19960624.0,SUI,male
Herve,Antchandie,U,19951123.0,FRA,male
Tomas,Venere,U,19960920.0,ARG,male
Wyatt,Mccoy,U,19920813.0,USA,male
Genaro Alberto,Olivieri,U,19980804.0,ARG,male
Seung Ri,Choi,U,19900623.0,KOR,male
Luca,Tomasetto,U,19960331.0,ITA,male
Jorman,Reyes Rc60,U,,ECU,male
David,Konstantinov,U,,USA,male
Aziz,Dougaz,U,19970326.0,TUN,male
Martin,Mendoza,U,19960405.0,ARG,male
Hayden,Sabatka,U,19950109.0,USA,male
Ethan,Dunbar,U,19920412.0,USA,male
Shi Hong,Zeng,U,19970718.0,CHN,male
Enzo,Varrone,U,19960827.0,ARG,male
Andres Gabriel,Ciurletti,U,19980104.0,ARG,male
Constant,De La Bassetiere,U,19980122.0,FRA,male
Thomas,Heyse,R,19930409.0,BEL,male
Carlos,Gomez Sanchez,U,19960208.0,ESP,male
Vladimir,Cosic,U,19760921.0,SRB,male
Max Jacob,Schnur,U,19930215.0,USA,male
Aykhan,Manafli,R,19981219.0,AZE,male
Vladimir,Kurek,U,19970222.0,SVK,male
Christian,Sigsgaard,U,19970314.0,DEN,male
Matteo,Donnini,R,19950814.0,ITA,male
Eric,Lavaud,R,19781009.0,FRA,male
Tin,Chen,U,19971225.0,TPE,male
Mahdi,Souri,U,19960612.0,IRI,male
Atly,Kurbanov,R,19960309.0,TKM,male
Mohammad,Karegaran,U,19980712.0,IRI,male
Sergio Luis,Hernandez Ramirez,R,19990828.0,COL,male
Camilo Andres,Erazo,L,19961227.0,COL,male
Edgar Alonso,Palacio Molina,U,19860510.0,COL,male
Luiz Leonardo,Andreolli,U,19980403.0,BRA,male
Patrik,Obal,U,19960620.0,SVK,male
Vladimir,Lukyanov,R,19970729.0,RUS,male
Rudolfs,Mednis,U,19980119.0,LAT,male
Mikus,Losbergs,U,19960308.0,LAT,male
Georg,Winkler,U,19970117.0,ITA,male
Luis,Morillo Diaz,U,19970325.0,ESP,male
Christopher,Waite,U,19911116.0,GER,male
Max,Voglgruber,R,19960220.0,AUT,male
David,Micevski,R,19961217.0,MKD,male
Stefan,Skadarka,L,19981221.0,AUS,male
Vuk,Trbojevic,R,19970828.0,SRB,male
Razvan Marius,Codescu,U,19980814.0,ROU,male
Mario,Calmic,L,19980416.0,MDA,male
Eun Chong,Shin,U,19961118.0,KOR,male
Loic,Juszczak,U,19970221.0,BEL,male
Lucas,Trentin,U,19970308.0,BEL,male
Thibault,Saive,U,19960723.0,BEL,male
Tomas Martin,Etcheverry,U,19990718.0,ARG,male
Federico Agustin,Gomez,R,19961126.0,ARG,male
Joel Angel,Lucero,U,19960112.0,ARG,male
Nick Andree,Concha Colchado,U,19980217.0,PER,male
David,Hsu,U,19960301.0,USA,male
Ryan James,Storrie,R,19980228.0,GBR,male
Stefano,Avendano Suarez Jhoan,U,19991112.0,ECU,male
Jose Maria,Cortes Gonzalez,U,19580210.0,ESP,male
Emmanuel,Omokomongamon,U,19881209.0,CAF,male
Florentin,Meynie,U,19811108.0,FRA,male
Lazar Darus,Poaty Pango Nkongo,U,19980719.0,GAB,male
Juan Camilo,Guerrero,R,19960222.0,COL,male
Julian Andres,Tellez,U,19961106.0,COL,male
Rodrigo,Echavarria,U,19961210.0,COL,male
Alvaro Daniel,Riveros,U,19950228.0,CRC,male
Cesar Antonio,Gomez Diaz,R,19981119.0,MEX,male
Camilo,Ponce,U,19981221.0,ECU,male
Giuliano,Basile Lobartolo,L,19960405.0,ARG,male
Julian Nicolas,Baca Guzman,R,19981118.0,ECU,male
Clement,Marzol,U,19971004.0,FRA,male
Konstantin,Golubev,U,19970716.0,RUS,male
Dimitriy,Voronin,U,19990528.0,RUS,male
Fabian,Fallert,U,19970512.0,GER,male
Emilio Andrea,Segarelli,L,19970722.0,USA,male
Myles,Schalet,U,19960812.0,USA,male
Gary,Kushnirovich,U,19910620.0,USA,male
Corentin,Moutet,L,19990419.0,FRA,male
Hao Sheng,Koay,U,19980727.0,MAS,male
Dietrich,Dernowski,U,19960929.0,GER,male
Luca,Narcisi,U,19980906.0,ITA,male
Pietro,Miki,R,19960122.0,GRE,male
Bruno,Pellecchia,U,19930611.0,ARG,male
Alexander,Perez Cortez,U,19891207.0,COL,male
Marcus,Vidgren,U,19970513.0,SWE,male
Robert,Rasmussen,U,19960506.0,SWE,male
Yusuke,Takemoto,U,19950906.0,JPN,male
Yutaka,Takahata,U,19950904.0,JPN,male
Thomas,Does,R,19970718.0,NED,male
Adrian,Oetzbach,U,19971029.0,GER,male
Arturo,Schmidt,R,19971217.0,SUI,male
Francisco,Cabral,U,19970108.0,POR,male
Rayne,Roselt,R,19960403.0,RSA,male
Miracle Moses,Matanga,U,19880302.0,ZIM,male
Leonardo,Nakai,U,19991109.0,BRA,male
Benjamin,Loccisano,U,19970308.0,GER,male
Niklas,Koch,U,19990205.0,GER,male
Mikalai,Haliak,R,19980814.0,BLR,male
Tiago,Lourenco,U,19970407.0,POR,male
Gabriel,Schmidt,U,19910813.0,AUT,male
Edoardo,Lavagno,L,19980727.0,ITA,male
Yann,Wojcik,U,19961129.0,SUI,male
Matthew,Westmoreland,U,19920205.0,USA,male
Guilherme,Maldonado Galvao,U,19960810.0,BRA,male
Niclas,Braun,U,19960822.0,GER,male
Louis,Wessels,R,19980827.0,GER,male
Patrik,Rikl,R,19990106.0,CZE,male
Nitin Kumar,Sinha,U,19990220.0,IND,male
Kunal,Vazirani,R,19970316.0,IND,male
Siddharth,Vishwakarma,U,19941007.0,IND,male
Matteo,Tinelli,U,19970205.0,ITA,male
Marcus Anker Aarthun,Sulen,U,19990425.0,NOR,male
Richard,Solberg,R,19960720.0,SWE,male
Hendrik,Inno,U,19970117.0,EST,male
Kristjan,Tamm,U,19980616.0,EST,male
Vidit,Vaghela,U,19960130.0,IND,male
Hardeep Singh,Sandhu,U,19950105.0,IND,male
Dalwinder,Singh,U,19960425.0,IND,male
Jajbir,Saran,U,19950101.0,IND,male
Nicolas,Parizzia,U,19980915.0,SUI,male
Alessandro,Giuliato,U,19961127.0,ITA,male
Johannes,Foss Abrahamsen,U,19981209.0,NOR,male
Mattias,Siimar,U,19980203.0,EST,male
Christopher Robin,Klettenberg,U,19970815.0,EST,male
Bhavesh,Gour,U,19900607.0,IND,male
Mohamed,Oualha,R,19970907.0,TUN,male
Jesus David,Ordonez Achinte,R,19960828.0,COL,male
Sebastian,Mejia,U,19980622.0,COL,male
Rayane,Roumane,U,20000911.0,FRA,male
Eleftherios,Neos,U,19990906.0,CYP,male
Giorgos,Konstantinou,U,19980728.0,CYP,male
Menelaos,Efstathiou,U,19990302.0,CYP,male
Lucas,Moreno,L,19960114.0,CHI,male
Sebastian,Vidal,U,19960313.0,CHI,male
Mathieu,Rajaonah,U,19980219.0,FRA,male
Mcclain,Kessler,U,19960718.0,USA,male
Nino,Portales,U,19961228.0,FRA,male
Yuichiro,Inui,R,19950402.0,JPN,male
Guillaume,Cappeau,U,19970116.0,FRA,male
Luca,Giacomelli,U,19960828.0,SUI,male
Simohamed,Hirs,U,19970509.0,MAR,male
Cormac,Clissold,U,19960622.0,AUS,male
Brandon,Emery Kwo,R,19930629.0,AUS,male
Oscar Rene,Jeppesen,U,19960803.0,DEN,male
Sebastian,Arce,R,19990511.0,COL,male
Jose Andres,Plazas Munoz,U,19980328.0,COL,male
Miguel,Vazquez,U,19880722.0,USA,male
Amilcar,Ibarra Barreda,U,19981023.0,MEX,male
Rodrigo,Budnik,U,19970424.0,CHI,male
Gonzalo,Achondo,U,19971031.0,CHI,male
Pedro,Munoz Veras,R,19970628.0,DOM,male
Jesus,Nolasco,U,19910125.0,DOM,male
Constantin,Bittoun Kouzmine,L,19990104.0,FRA,male
Milan,Habrman,U,19970428.0,SVK,male
Geoffrey,Blancaneaux,R,19980808.0,FRA,male
Santiago Fa,Rodriguez Taverna,R,19990716.0,ARG,male
Pedro,Platzeck Cavalcante,U,19970817.0,BRA,male
Timothee,Zannou,U,19870101.0,BEN,male
Shane,Marshall,U,19820301.0,AUS,male
Julio Armando,Fernandez Persia,U,19980526.0,DOM,male
Armando,Gandini,R,19980424.0,DOM,male
Luis Mauricio,Bonilla,U,19971203.0,DOM,male
